Language Name,percent
Stylus,2.6789699741104815%
HTML,0.24996776209417437%
CSS,0.02207056629601341%
Dockerfile,0.02107863073214764%
JavaScript,57.83208527919626%
PHP,26.905802568435146%
Less,13.539776659621033%
Dockerfile,1.052376706591929%
Shell,0.6699587861556399%
JavaScript,100.0%
Jupyter Notebook,99.9638815895894%
Python,0.023300564820244778%
Dockerfile,0.009799776782199454%
Shell,0.0022337287918038316%
JavaScript,100.0%
Python,62.41899724774086%
C,35.11999510817117%
C++,1.1518803875200245%
Cython,0.8854694521030626%
Shell,0.1538928180929859%
Fortran,0.14555612465445403%
sed,0.03475741251315284%
Dockerfile,0.03148812096863054%
Smarty,0.024646825699537578%
Forth,0.022927420516862883%
Makefile,0.010274051390841383%
JavaScript,77.90778335850514%
TypeScript,21.073855853324435%
CSS,0.588756980787468%
HTML,0.3738453162867479%
Pug,0.03819676161708405%
CoffeeScript,0.017561729479119104%
Elixir,92.1144961242209%
Erlang,7.425592405314655%
Makefile,0.17047634954078744%
Batchfile,0.1532413779388617%
Shell,0.1278932884340227%
PowerShell,0.008300454550760235%
JavaScript,99.8356276967331%
Makefile,0.16437230326689953%
JavaScript,99.55499668528451%
CSS,0.3121203804601752%
Shell,0.08454180036509697%
HTML,0.04834113389022516%
Swift,97.96302091201416%
Shell,0.8079396594514103%
Ruby,0.6811511319248117%
Objective-C,0.5478882966096208%
C++,50.41351226543149%
QML,42.658614807059415%
Python,2.993622713469903%
QMake,1.4572475005438439%
NSIS,1.169868879528694%
JavaScript,0.8349118591068745%
C,0.2914495001087688%
Shell,0.14998645160551655%
Batchfile,0.030786023145491948%
Swift,99.74507274155613%
Ruby,0.11897402539945978%
Makefile,0.07784129702014905%
Objective-C,0.058111936024258744%
Swift,93.85470752715611%
Objective-C,4.6547611581704045%
Ruby,1.4905313146734889%
C++,48.417054380903565%
Python,34.65722143157314%
Jupyter Notebook,7.6436918466566945%
Cuda,6.181788145516951%
CMake,0.8633745039409058%
Shell,0.6961159190296777%
C,0.6106805137741687%
Groovy,0.5367047223195617%
Dockerfile,0.22357775291333273%
Cython,0.10632402003413936%
Makefile,0.036369003771236336%
PowerShell,0.027097759566623535%
Python,90.89761477642682%
HTML,8.624011693575177%
Ruby,0.47837352999800675%
JavaScript,91.68080073623925%
CSS,6.718943709641843%
HTML,1.6002555541189087%
JavaScript,90.96450155962049%
SCSS,7.9848538793460575%
Shell,0.8262741752373018%
HTML,0.2243703857961454%
Objective-C,99.76611041455618%
Ruby,0.10007460553653337%
Shell,0.09491527644586104%
C,0.03889970346141845%
JavaScript,59.35882970859433%
CSS,32.47091779169747%
HTML,8.170252499708205%
Rust,57.99349281335521%
Dart,37.51714338818581%
C++,1.909169587240434%
CMake,1.1280451774847302%
Ruby,0.3510420041326995%
Swift,0.25931037795558837%
HTML,0.21176604805361646%
C,0.2042604850667954%
Java,0.12562947792122653%
Kotlin,0.08853835028817268%
Shell,0.0750556298682105%
Dockerfile,0.05300292116511447%
Objective-C,0.03938373596357373%
JavaScript,0.021697900270991763%
Batchfile,0.01143574869628371%
Makefile,0.011026354351548015%
Go,77.5124084051054%
Vue,9.631540839266938%
JavaScript,9.440043083972292%
Dockerfile,1.1903018227090394%
CSS,0.9198179363633976%
Shell,0.876274521454243%
Makefile,0.42961339112868124%
JavaScript,89.36286606936626%
CSS,5.592498490540042%
HTML,5.044635440093688%
JavaScript,99.97697404522987%
Shell,0.023025954770138565%
JavaScript,100.0%
Java,52.878396657214125%
C++,39.19525211960509%
C,6.168408381401627%
SWIG,0.5905288511098173%
GLSL,0.4509824420049309%
CSS,0.21402365046086802%
Assembly,0.1950325371354636%
CMake,0.11557240673613696%
Ragel,0.11064054947524019%
OpenEdge ABL,0.06461717196150571%
Lua,0.006131104148431918%
Shell,0.00606549185671267%
HTML,0.004348636890059023%
Objective-C++,59.376417904559%
Objective-C,26.690142234321673%
C++,13.485382020477008%
Ruby,0.3363516206032629%
C,0.1117062200390602%
JavaScript,86.2210127780407%
CSS,13.7789872219593%
JavaScript,71.58628081457663%
HTML,18.44587352625938%
CSS,9.967845659163988%
C,74.49577743232254%
C++,20.444899730180943%
Assembly,2.92462019878682%
Makefile,1.382571240564235%
Ruby,0.6866162276479767%
Shell,0.06551517049748427%
C++,98.06834084181399%
CMake,0.9756174986839216%
C,0.956041659502086%
JavaScript,55.43989871747742%
TypeScript,33.86900610512356%
Astro,4.932025959658773%
SCSS,1.9048019871713384%
HTML,1.8477704446055374%
CSS,0.9101856273641464%
Vue,0.3933802183002539%
Svelte,0.3375511480174668%
AppleScript,0.19007651159355063%
Nunjucks,0.17530328068795156%
Python,67.28752496519277%
C++,24.008170462685676%
Java,4.247485593112065%
Starlark,1.271286091495171%
TypeScript,1.1977974594231424%
Cython,0.902199204779253%
Shell,0.651614440338205%
C,0.16683822511131302%
HTML,0.13366923364862554%
Dockerfile,0.06736641064529929%
CSS,0.04795813367441974%
Jupyter Notebook,0.007097909263580267%
PowerShell,0.004896019145280754%
JavaScript,0.004017021094063383%
Smarty,0.0010504026712047578%
Makefile,0.0010284277199243234%
JavaScript,63.166523379398896%
CSS,35.381228852235836%
HTML,0.8080075850164983%
R,0.3523761743846567%
Groovy,0.11907945481588875%
Hy,0.08053554813457657%
Shell,0.0423010535481832%
Scheme,0.027051457441471388%
Dockerfile,0.022896495023990486%
TypeScript,99.66149506346967%
JavaScript,0.33850493653032443%
JavaScript,98.02936327235614%
TypeScript,1.970636727643872%
C++,99.05551284611366%
CMake,0.6980783979332217%
GLSL,0.11363222358984669%
Shell,0.06179674497175105%
Python,0.05667776087334481%
PowerShell,0.014302026518182308%
Jupyter Notebook,99.99496532728891%
Python,0.005034672711085207%
Python,78.28807265115965%
C++,15.763782451639042%
Shell,2.953884068735019%
Java,2.21481381452348%
CMake,0.43080922318625303%
Makefile,0.15188548664798623%
Dockerfile,0.10978697545660174%
Cython,0.08696532865196989%
TypeScript,66.51062652328662%
Vue,25.60940941016826%
JavaScript,5.371065987923631%
CSS,2.357280125539665%
HTML,0.15161795308182444%
JavaScript,91.94580085833574%
TypeScript,6.8242883026860035%
HTML,1.1969855025295888%
Shell,0.031604679799964536%
CSS,0.0013206566487016882%
Java,98.35424551264938%
Shell,1.6457544873506178%
Go,82.94184461207695%
Shell,14.088831900892623%
HCL,2.735982334505036%
Dockerfile,0.09171383168042668%
Makefile,0.07883862069452063%
Ruby,0.04224127439896575%
Mustache,0.02054742575148021%
PHP,100.0%
Java,34.7828818172575%
C++,34.498269366252444%
C,24.919193505636045%
Assembly,1.9857557580478642%
Perl,1.7654040979597483%
Go,1.4653919822581112%
CMake,0.1824556308630014%
NASL,0.12599164313152558%
Objective-C++,0.11986030320319549%
Python,0.0729916450361546%
Objective-C,0.05243643663812874%
Shell,0.012029601970023%
Raku,0.008066408203583236%
Roff,0.0023577393681848144%
MATLAB,0.0017985263789768338%
Starlark,0.0016402421425291628%
Dockerfile,0.001529791054458535%
Pascal,0.001107119961526842%
Python,100.0%
Vue,54.07102527571105%
Kotlin,39.30399451216295%
HTML,5.363833043111182%
Dockerfile,1.2611471690148277%
TypeScript,100.0%
TypeScript,97.28674638194747%
JavaScript,1.3239519269606834%
Vue,0.9512867997286937%
Svelte,0.4380148913631618%
AsciiDoc,94.93074208358995%
Python,1.7122831973453192%
HTML,1.455105114476041%
C++,0.8454847229859976%
Go,0.5608696010560317%
CSS,0.43816833624385754%
JavaScript,0.05734694430281071%
TypeScript,60.99152364224922%
Vue,15.947303911714467%
Less,14.544782025848354%
JavaScript,8.133294430232304%
Smarty,0.15903939972821438%
HTML,0.14106203168381887%
Handlebars,0.06530436890248455%
Shell,0.01769018964113038%
JavaScript,53.620102489089795%
TypeScript,18.52434183005799%
Java,16.453577318153823%
EJS,7.634902888821944%
Vue,2.00591006456179%
Shell,0.9874361456885149%
SCSS,0.6115595836642508%
CSS,0.056370073357615826%
Mustache,0.035092015183807515%
HTML,0.03262188098571242%
Dockerfile,0.028862981119045967%
Batchfile,0.009222729315713758%
TypeScript,96.19251177114107%
HTML,3.7624277707362443%
Dockerfile,0.045060458122689745%
JavaScript,99.08500057694194%
HTML,0.6576629835574088%
Shell,0.173997557019401%
Handlebars,0.053703891028629026%
Dockerfile,0.029634991452617814%
JavaScript,100.0%
Go,99.439349912095%
HTML,0.5606500879050026%
C++,68.69576348748838%
JavaScript,29.367139348378714%
Python,1.4168446243936796%
HTML,0.1781297783761867%
TypeScript,0.139254965267667%
C,0.07771224764613673%
Shell,0.059727658193285446%
CSS,0.018306704784453776%
Lua,0.017831777060043255%
Scheme,0.011657716642706453%
Vim script,0.007955039383876263%
R,0.005634269878712804%
Makefile,0.0024329052178714995%
Batchfile,0.0016094772882801062%
TypeScript,90.04461098011537%
Vim script,8.508154578469696%
JavaScript,1.1283491015240712%
Python,0.3119921417541241%
Shell,0.006893198136738573%
JavaScript,78.47308027988163%
CSS,15.213914247585375%
HTML,6.126617896891109%
Python,0.1863875756418916%
Go,98.5461819156916%
CSS,0.47868736026206415%
Python,0.4051267742414744%
Gnuplot,0.2975036508517446%
Smarty,0.17357399361508608%
Makefile,0.09892630533803444%
C++,92.03882594129146%
Starlark,5.286661586503306%
Python,1.8683182949305317%
Shell,0.5147862600546196%
Jinja,0.13496904333746212%
Rust,0.11197481401752003%
C,0.031484809876285276%
Emacs Lisp,0.0028156199167276037%
Dockerfile,0.0025970158859257714%
Thrift,0.0021802108671969437%
Go,0.0016264139891656345%
PureBasic,0.0013757480338461997%
Batchfile,0.0012795622602933933%
TypeScript,81.28992691776972%
JavaScript,15.101957377216744%
CSS,2.757193233505392%
EJS,0.7027137527469719%
Shell,0.14820871876117955%
JavaScript,96.24588073591998%
HTML,3.754119264080017%
C++,46.93921440111436%
Python,21.390407496460714%
C,11.226040938378269%
Shell,10.757735231482494%
C#,2.7668675497072868%
Swift,1.7580203375673893%
Java,1.3174667409697443%
Makefile,0.9069407492445135%
CMake,0.9014974092825009%
TypeScript,0.5624933352548621%
SWIG,0.4610776653068727%
JavaScript,0.44974480997612515%
Starlark,0.38728025303499664%
Awk,0.11743336704932157%
Ruby,0.04345748461475654%
Objective-C,0.01432223055578732%
TypeScript,94.86821366899187%
JavaScript,4.952234617976831%
Makefile,0.17737872724016435%
Shell,0.002172985791126297%
JavaScript,99.94328751670993%
Shell,0.05671248329007189%
Kotlin,100.0%
JavaScript,99.9413606402761%
Dockerfile,0.0403368799075198%
Shell,0.012177845107095398%
HTML,0.00571394491828523%
Python,88.53300108619257%
Dockerfile,5.075714011884225%
TeX,3.6099929716950996%
Jupyter Notebook,2.5346623218963646%
Shell,0.24662960833173597%
C,97.068303302831%
M4,1.2127870175605322%
CMake,0.8059145912570114%
Makefile,0.7239645483244245%
Python,0.08777254496209685%
Shell,0.05735499125620816%
Batchfile,0.04390300380871943%
C#,99.09495071432137%
Inno Setup,0.8460945914138784%
CSS,0.030157164967939343%
PowerShell,0.028797529296805346%
Go,93.77653815870873%
Lua,3.7011065181935776%
Shell,1.5610061301389124%
Roff,0.5369144030144536%
Makefile,0.42443478994432254%
TypeScript,74.86456550196355%
JavaScript,14.113382338133118%
Less,5.846339744235223%
Dockerfile,2.068271070385661%
Shell,1.5909777464505084%
HTML,1.031114691370456%
PowerShell,0.4853489074614843%
JavaScript,98.02021847707059%
Shell,1.476322747789856%
Makefile,0.47541465238642133%
CSS,0.028044122753131593%
Rust,96.04884053806836%
Python,3.361938754260499%
C++,0.2605065940525679%
Makefile,0.23546421971915635%
Shell,0.093249893899414%
Java,99.03572283122203%
C++,0.7770635983120618%
Makefile,0.07952287932589833%
Shell,0.05831401119670519%
GLSL,0.025297074608108053%
CMake,0.024079605335199383%
Jupyter Notebook,99.41329097559594%
Python,0.5867090244040535%
Python,86.0206061097736%
HTML,13.979393890226413%
JavaScript,62.542411950969964%
Vue,32.86708832604731%
HTML,2.441492738912232%
SCSS,1.8941308734738773%
Mustache,0.14427140413382564%
Shell,0.0795666398411498%
Dockerfile,0.031038066621642938%
JavaScript,97.90122701857008%
HTML,2.098772981429916%
HTML,86.75883078415045%
CSS,9.699895643374408%
JavaScript,3.5412735724751494%
Ruby,98.78896397307759%
Shell,1.0802344245269022%
Python,0.1224052118318294%
Dockerfile,0.008396390563670942%
Java,98.46986936367468%
Shell,0.5484267453294003%
Python,0.19749964882708246%
FreeMarker,0.18705225453013063%
ANTLR,0.17335651074589126%
Batchfile,0.11332350049164208%
Makefile,0.1045968534906588%
Dockerfile,0.06096361848574239%
TypeScript,0.04415999438123332%
Go,0.038453434471133585%
JavaScript,0.02400266891417334%
Lua,0.019823711195392613%
PHP,0.018471695462845904%
Ruby,63.79498018694274%
C,28.112094503062412%
C++,3.0078771433278026%
Yacc,2.2257556617662426%
Makefile,1.8864360443930486%
M4,0.34369066355554895%
Roff,0.22509824559429573%
Python,0.08234811286315763%
GDB,0.06985554301336598%
Ragel,0.057523431736389685%
HTML,0.04078354279653426%
CSS,0.03294040508675328%
JavaScript,0.028551959782044677%
Shell,0.027763199568687356%
Assembly,0.026906776101733212%
Batchfile,0.02350428106372125%
Emacs Lisp,0.007831538294878662%
sed,0.0036596154016799083%
Scheme,0.001076812350098103%
Python,98.4475160531717%
Shell,1.128286762479812%
Dockerfile,0.16923908771100404%
Makefile,0.1613857657754586%
Batchfile,0.09357233086202381%
Python,100.0%
Python,98.90661598377311%
Shell,1.0445062429255854%
Dockerfile,0.04887777330131207%
JavaScript,100.0%
C++,87.76024346439749%
JavaScript,6.180855025447692%
HTML,1.993481822792784%
C,1.2843006069808771%
Shell,1.0917147248579846%
CMake,0.8655804927275584%
Game Maker Language,0.44137469694645914%
Python,0.18618929406835888%
Assembly,0.14966531607343148%
CSS,0.015849773565506087%
Makefile,0.014108929981044373%
Dockerfile,0.011966612779235867%
Nix,0.002452700166479976%
Lua,0.0015519148233573438%
Objective-C,98.55824198725834%
C,1.0903638695036775%
Shell,0.29437219412934434%
Objective-C++,0.05702194910863405%
Go,81.0325819862659%
Shell,18.439438415662732%
Makefile,0.31147475659808466%
Dockerfile,0.21650484147329552%
Python,100.0%
Ruby,56.86414438520283%
JavaScript,24.761965881367644%
HTML,13.071723616294229%
SCSS,4.456269414645759%
CSS,0.33319381948514765%
Shell,0.3153143748632944%
VCL,0.1200276823125352%
Dockerfile,0.07553925231693642%
Procfile,0.0018215735116308169%
JavaScript,63.5295459730778%
Vue,18.720054757015742%
Stylus,17.750399269906456%
C++,98.83247176708944%
CMake,1.1530213257708106%
Dockerfile,0.01450690713974411%
Go,83.46394267661286%
Python,13.911799530362995%
Groovy,0.865703378030753%
Shell,0.7841093158455971%
PowerShell,0.3042621188374059%
HCL,0.25581141998796086%
Jinja,0.24096529250528997%
Dockerfile,0.1404139898709174%
Mustache,0.01680228568338705%
Batchfile,0.005788955976103062%
Makefile,0.005558351960571485%
JavaScript,0.004842684326163139%
JavaScript,69.51139882532574%
TypeScript,30.074728014431145%
HTML,0.41387316024311344%
Java,89.65724366607452%
JavaScript,5.3778638059541075%
HTML,3.8064356205784007%
CSS,1.1345777829313886%
Shell,0.014568231281603911%
Dockerfile,0.006485688125368352%
Starlark,0.0028252050546112135%
C++,64.5615650146984%
C,26.215742873489244%
CMake,5.864239583400444%
Python,1.4896769979010467%
Objective-C++,1.0868360893976412%
PowerShell,0.3820573814648958%
Shell,0.23014594521977685%
Assembly,0.081750130463759%
Roff,0.03393926899093789%
Thrift,0.025953558640128976%
Dockerfile,0.01929614871619764%
Makefile,0.008797007617524562%
PHP,62.70614370511731%
JavaScript,32.69891926383506%
Vue,1.8155959142987705%
Gherkin,1.4529798674562153%
SCSS,0.6834777235048574%
Shell,0.2955332176317802%
HTML,0.19281060066153508%
CSS,0.10871585482217397%
Handlebars,0.036992335758646244%
Makefile,0.005170462482627009%
Dockerfile,0.0033414150789272427%
HTML,100.0%
Go,98.66872539343966%
Makefile,1.3312746065603345%
JavaScript,100.0%
C,99.8308174383661%
Makefile,0.16918256163389786%
JavaScript,63.41500418171062%
TypeScript,36.57721885645513%
Shell,0.00777696183424107%
CSS,80.84222039923435%
HTML,19.157779600765654%
HTML,35.37820131030375%
CSS,32.892955763712166%
JavaScript,31.72884292598408%
JavaScript,96.81625990025009%
TypeScript,2.8349475862134423%
Shell,0.34879251353647134%
JavaScript,100.0%
HTML,75.66593886462883%
JavaScript,23.652656477438136%
Makefile,0.6814046579330422%
TypeScript,88.65359796012011%
SCSS,8.386949880058316%
JavaScript,2.2866867634331784%
Shell,0.3840224897918881%
HTML,0.28305075885622677%
Handlebars,0.00569214774027543%
Jupyter Notebook,97.99908086888853%
HTML,0.9711249445658066%
Python,0.811214775704042%
Java,0.21857941084161867%
Java,100.0%
Go,100.0%
Java,85.54942081357625%
HTML,7.250862649312122%
JavaScript,3.0868287946145023%
CSS,1.6950242288075328%
Less,1.3546918586107686%
Groovy,0.596508908053175%
Ruby,0.12851566341324075%
Perl,0.12000493845036274%
Handlebars,0.11174693370472305%
GAP,0.05153262547391545%
Shell,0.03171638726340649%
C,0.015542293360155373%
Batchfile,0.007603905359846459%
JavaScript,99.15633999160681%
TypeScript,0.8436600083931871%
C++,71.11635789286461%
Shell,19.756304384041044%
Python,5.797791257970898%
CMake,1.341954199352934%
JavaScript,0.7633023661872333%
HTML,0.48125374981368363%
CSS,0.3394152858375722%
Dockerfile,0.1877568504946936%
Objective-C,0.08983269724802818%
Makefile,0.0835950113543419%
Pawn,0.033543218520666405%
Roff,0.008893086314291691%
TypeScript,97.0502559414688%
JavaScript,2.7880038442281654%
CSS,0.08351977619128845%
Shell,0.07822043811173543%
C++,63.7516159306469%
Python,33.433066953341886%
C,0.728926685846682%
CMake,0.7174465569248343%
GLSL,0.430566335259945%
Cuda,0.4216077346548602%
Shell,0.36078355159928444%
PowerShell,0.13560902288932705%
Makefile,0.02037722883627983%
Java,53.083264975891254%
Objective-C,21.81418610772725%
Kotlin,16.120559571980387%
Dart,3.458554984889944%
Vue,2.4407305268012185%
JavaScript,1.393790389555799%
Swift,0.537332855851499%
C,0.40457148045895386%
HTML,0.17530623113793717%
Objective-C++,0.16055071612072536%
C++,0.14996551520085866%
Shell,0.1263975015865048%
Ruby,0.10239587733206004%
CMake,0.020379700084273502%
AIDL,0.007269354848583164%
Less,0.004744210532759539%
Python,92.67053197581106%
HTML,3.549444954619264%
JavaScript,2.0169999917692665%
Sass,1.220382588001237%
Shell,0.4058927347316958%
Dockerfile,0.08548204465525573%
Makefile,0.0512657104122304%
CSS,100.0%
HTML,56.60733350156259%
JavaScript,40.1184075159656%
CSS,3.2742589824718054%
TypeScript,98.18937753794121%
JavaScript,1.8106224620587887%
JavaScript,67.48943133778809%
HTML,20.76328144785802%
CSS,11.018682667393973%
Shell,0.7286045469599267%
TypeScript,85.81597738896181%
HTML,8.203210340799815%
CSS,4.755130231942048%
JavaScript,1.2256820382963278%
TypeScript,46.58254893059865%
Python,46.200867751387165%
JavaScript,5.982251051393542%
CSS,0.4839130222734111%
Makefile,0.2522031431133254%
SCSS,0.22523832212222053%
Shell,0.1596082925969139%
Dockerfile,0.07397740019733559%
HTML,0.03861831319334762%
Haskell,86.9523449482104%
Nix,7.376878554628524%
Python,3.5995511328153977%
Shell,1.065461392876028%
PLpgSQL,0.9404437468446504%
Dockerfile,0.0569458368525701%
Dhall,0.00837438777243678%
Java,86.2613503640885%
Scala,9.832638009810852%
Python,2.4260141439484273%
Shell,0.4855817354472599%
TypeScript,0.28993065616964825%
HTML,0.1443133254783785%
GAP,0.12994784519379166%
Cython,0.12170187508684444%
HiveQL,0.11132106215993524%
FreeMarker,0.08575510852890757%
Less,0.06424926827144627%
ANTLR,0.01918377954621997%
q,0.00896969300010188%
JavaScript,0.006555420491663242%
Dockerfile,0.005181557856652831%
Makefile,0.0047819734021311575%
Batchfile,0.0017352583654402704%
C++,96.5576379199133%
Objective-C++,1.2193840032309755%
CMake,0.7296826615561597%
Python,0.576334105532818%
Shell,0.2633542044704507%
Dockerfile,0.16448174910420993%
Objective-C,0.13831988217762226%
Batchfile,0.13721338375025208%
CSS,0.08307832712898444%
Inno Setup,0.046291043797102444%
JavaScript,0.041721053716936636%
C,0.036802440844585706%
VBScript,0.005699224776591526%
HTML,55.177793185419965%
JavaScript,32.730784469096676%
CSS,12.09142234548336%
JavaScript,97.65993716458969%
TypeScript,2.3400628354103095%
Java,82.99214191022739%
Kotlin,13.98077505109627%
HTML,2.8413117286551697%
JavaScript,0.18577131002117134%
C,94.8628429268431%
Shell,1.4838225943179677%
Assembly,1.3877583995464893%
Perl,0.7813577959128623%
Makefile,0.7082634935022875%
C++,0.4170050306313151%
HTML,0.11266320857200288%
CMake,0.09757293723662658%
M4,0.06803859181038079%
Pawn,0.040007295481489964%
Python,0.03193694663489654%
Batchfile,0.004685641693648248%
Roff,0.0027413565923349106%
C,96.22386344506346%
C++,3.7244248264635895%
Shell,0.03161722528917114%
Makefile,0.019588627579157587%
Java,84.00188294261184%
Python,7.239914342551749%
Shell,5.1722983606356046%
C++,3.303845255632338%
C,0.0635815010495236%
Smarty,0.059857608654959774%
Starlark,0.04934157422797075%
HTML,0.048790913544093754%
PowerShell,0.03056562954282684%
Objective-C,0.021428227619357188%
Batchfile,0.005936439099206276%
Objective-C++,0.0020659679614521676%
Shell,100.0%
Swift,99.63530957444928%
Ruby,0.3646904255507179%
PHP,99.60555073058532%
Smarty,0.3944492694146728%
JavaScript,74.30781758957656%
TypeScript,25.692182410423452%
JavaScript,100.0%
Python,87.53932205366229%
CSS,11.511381971140535%
Less,0.6112808625201096%
Shell,0.231574191782925%
Dockerfile,0.09120577669790554%
Modelica,0.015235144196245064%
C,87.43269126574428%
Lua,4.200116893267455%
Python,2.4013266348341937%
Objective-C,2.329147347767846%
Swift,1.6409584095137746%
Meson,1.0672562821485305%
Shell,0.47167989689414364%
JavaScript,0.41865139292046416%
Ruby,0.03817187690931434%
Kotlin,96.25243741015386%
HTML,2.309549903452464%
CSS,0.8864819216517932%
Java,0.38903675448459746%
Shell,0.16249401025728613%
JavaScript,96.260650363495%
Python,1.3618839220589767%
HTML,1.2481664943371726%
Shell,0.7139250246471253%
CSS,0.3054840855716129%
Makefile,0.10989010989010989%
Go,50.27243816142901%
C,49.362349344973296%
Kotlin,0.1416073248189485%
Shell,0.08916360528387646%
Assembly,0.05450434001945894%
PowerShell,0.05081007446636891%
Makefile,0.018007224052750397%
Python,0.011119924956286071%
Lua,98.04971915955898%
Shell,1.9502808404410235%
PHP,97.32096125559454%
HTML,1.3482426011046802%
Python,0.5684596546977413%
JavaScript,0.3200810695120938%
Makefile,0.22675480649912497%
CSS,0.12217434957885234%
Shell,0.09332626301296885%
SCSS,79.08884337521272%
JavaScript,20.58610745982739%
HTML,0.3250491649599038%
Java,100.0%
Rust,99.40718507989189%
Python,0.41917101620423236%
Cap'n Proto,0.07168064916183521%
Shell,0.04446175200571622%
PowerShell,0.02331963188910287%
Nu,0.017597333510235066%
Batchfile,0.016584537336984125%
Python,99.97770533566973%
Makefile,0.01946255039763209%
Shell,0.0028321139326503548%
Python,78.46358101847534%
C++,17.087973931807298%
Shell,2.6646518540628947%
CMake,1.783793195654472%
Python,98.94547207632387%
Shell,0.8500164928573241%
Batchfile,0.20451143081880696%
C,72.60080553838056%
Perl,25.788383548006895%
Assembly,0.6800924426746726%
Shell,0.30669940135573365%
C++,0.2041027154311421%
Raku,0.18045251266618495%
M4,0.15891204840987577%
eC,0.02547023566256304%
DIGITAL Command Language,0.019383009529371872%
Pawn,0.015930400306010926%
SourcePawn,0.00985680737804527%
Python,0.004655739584512392%
Ruby,0.0035446333586331537%
sed,0.0017109672558017722%
TypeScript,97.3388121224691%
JavaScript,2.6611878775309155%
TypeScript,87.24842328267451%
JavaScript,10.890762187149587%
HTML,1.2784374210533314%
CSS,0.5522388721208011%
Makefile,0.03013823700177727%
C,68.30740045628389%
Java,13.141902685727876%
Shell,6.028173772729006%
C#,4.091628949889789%
JavaScript,3.413850381732907%
C++,1.8877484951124894%
Go,1.596341002610706%
CMake,0.41201851500859993%
Yacc,0.39211401372916466%
PHP,0.1223917062278341%
Batchfile,0.11444855161889789%
TypeScript,0.11029983823746994%
Lex,0.09957844410568982%
Rust,0.08474562839815752%
Dockerfile,0.05485624614903838%
HTML,0.05411041003552324%
GDB,0.027502706685870706%
Lua,0.02166653909761475%
Makefile,0.02098596364403219%
Gnuplot,0.017648347036051944%
Objective-C,97.82662043882887%
Ruby,1.7945797650434487%
Shell,0.37879979612768444%
PHP,99.30929966857714%
Shell,0.6225587858529968%
Dockerfile,0.06814154556985531%
Vim script,91.11049239988024%
Vim Snippet,3.51493965131803%
Lua,2.1120854464568524%
Python,1.7479979848213312%
C,0.3326869097202227%
PHP,0.32216003226102335%
Shell,0.2702224780582722%
Java,0.20158441837357824%
Makefile,0.11486393139842618%
Ruby,0.06641445745456188%
PowerShell,0.05644739534555425%
Batchfile,0.038501985798150076%
VBScript,0.03022219932503494%
Vue,0.02261575718921332%
CMake,0.015267691368864801%
PostScript,0.015232458234936649%
HTML,0.008279786473115142%
TeX,0.0032845110406352737%
PLpgSQL,0.0029634980426232445%
Fortran,0.0027012069344914645%
C++,0.002329301631916553%
TypeScript,0.0021687951329105383%
Nix,0.0018556117202158757%
EJS,0.001652042501964345%
JavaScript,0.0016285537460122453%
CSS,100.0%
TypeScript,68.21254541673122%
JavaScript,31.323202418689572%
HTML,0.3028945271006852%
Shell,0.1613576374785217%
Go,99.97633454616586%
Shell,0.011838002319172272%
Makefile,0.009632884240110771%
Batchfile,0.0021945672748554658%
JavaScript,100.0%
C,89.9173311014199%
Makefile,6.596318677724783%
C#,1.4147020622506283%
Shell,0.9708556424560125%
Assembly,0.623200419685156%
Batchfile,0.19179504840929448%
Python,0.18391927735128474%
M4,0.08615292611592335%
sed,0.01572484458700925%
Python,98.6365468102355%
Dockerfile,0.6832057719228333%
Jupyter Notebook,0.39216836664299154%
Shell,0.22021092815997587%
Jsonnet,0.04196387973967479%
Makefile,0.025904243299017256%
C++,46.108271829016914%
Python,45.625139414417745%
Cuda,5.784436289017194%
CMake,1.1990079930040076%
Shell,0.7382262682895455%
C,0.2858161043577035%
Batchfile,0.08821359999075609%
Go,0.0760174449858751%
MLIR,0.06070682449788044%
Java,0.025451381319007507%
Dockerfile,0.006674291878063243%
R,0.0020385592253107637%
JavaScript,48.50611816046551%
HTML,30.14083735562016%
Pug,7.745043087149357%
Shell,4.987179203887538%
Stylus,4.6057453474624035%
Python,1.8879979982191868%
Dockerfile,0.7424515403784274%
Batchfile,0.6338350130511006%
Perl,0.35849678460844675%
Cap'n Proto,0.2902146467986601%
Mustache,0.10208086235920699%
CoffeeScript,76.72596710470003%
Pug,12.716182307175968%
JavaScript,5.720187226604558%
Less,2.607252102695324%
CSS,1.455556206273623%
HTML,0.7748550525504895%
JavaScript,84.68264289119577%
Lua,4.3489742584933495%
Java,4.000079872802561%
SCSS,2.658366551267107%
Objective-C,2.200795233590507%
Swift,1.0505270356956546%
Shell,0.5117350619139021%
HTML,0.3479791764947654%
Ruby,0.11926007832526703%
Makefile,0.06331583619752211%
C,0.013794698609131625%
Starlark,0.0025293054144608046%
C++,45.521545886449424%
JavaScript,17.91852163745026%
Java,14.756806383345184%
C,10.307127930746935%
Objective-C,7.084628424618983%
Objective-C++,3.152042292752714%
Vue,0.47916243088966143%
CMake,0.4060749641159824%
Python,0.22878899732717178%
Shell,0.10534789061641388%
Ruby,0.035101614093095736%
Awk,0.004735317083934916%
Go,94.4112915488839%
Shell,2.1388595379666633%
HCL,1.6971010819768009%
TeX,0.9726951944633979%
TypeScript,0.32988790330441564%
Makefile,0.19415537576761868%
JavaScript,0.126281313968223%
Ruby,0.08613705039477532%
Dockerfile,0.033547129349839167%
